"","ExperimentName","Group","Gender","List","SubTrial","StimulDS1.CRESP","StimulDS1.RESP","StimulDS1.RT","File","Sub_Age"
"1908","Digit Symbol - Kopie",1,"female","Trial:1",8,"","",NA,"9_wrong3","29 _ 24"
"1909","Digit Symbol - Kopie",1,"female","Trial:1",9,"","",NA,"6_wrong1","29 _ 24"
"1910","Digit Symbol - Kopie",1,"female","Trial:1",10,"","",NA,"4_wrong2","29 _ 24"
"1911","Digit Symbol - Kopie",1,"female","Trial:2",1,"z","z",3029,"7_wrong4","29 _ 24"
"1912","Digit Symbol - Kopie",1,"female","Trial:2",2,"z","z",2079,"7_wrong2","29 _ 24"
"1913","Digit Symbol - Kopie",1,"female","Trial:2",3,"z","z",2303,"6_wrong1","29 _ 24"
"1914","Digit Symbol - Kopie",1,"female","Trial:2",4,"m","m",1175,"4_right","29 _ 24"
"1915","Digit Symbol - Kopie",1,"female","Trial:2",5,"z","m",1940,"2_wrong3","29 _ 24"
"1916","Digit Symbol - Kopie",1,"female","Trial:2",6,"z","z",1714,"5_wrong4","29 _ 24"
"1917","Digit Symbol - Kopie",1,"female","Trial:2",7,"m","m",1944,"9_right","29 _ 24"
"1918","Digit Symbol - Kopie",1,"female","Trial:2",8,"m","m",1190,"4_right","29 _ 24"
"1919","Digit Symbol - Kopie",1,"female","Trial:2",9,"m","m",1178,"7_right","29 _ 24"
"1920","Digit Symbol - Kopie",1,"female","Trial:2",10,"m","m",1343,"6_right","29 _ 24"
"1921","Digit Symbol - Kopie",1,"female","Trial:2",11,"z","m",1333,"7_wrong3","29 _ 24"
"1922","Digit Symbol - Kopie",1,"female","Trial:2",12,"m","m",1299,"7_right","29 _ 24"
"1923","Digit Symbol - Kopie",1,"female","Trial:2",13,"z","z",1898,"3_wrong2","29 _ 24"
"1924","Digit Symbol - Kopie",1,"female","Trial:2",14,"z","z",1393,"4_wrong4","29 _ 24"
"1925","Digit Symbol - Kopie",1,"female","Trial:2",15,"m","m",1397,"2_right","29 _ 24"
"1926","Digit Symbol - Kopie",1,"female","Trial:2",16,"z","z",1457,"4_wrong3","29 _ 24"
"1927","Digit Symbol - Kopie",1,"female","Trial:2",17,"m","m",1138,"1_right","29 _ 24"
"1928","Digit Symbol - Kopie",1,"female","Trial:2",18,"z","z",1656,"5_wrong2","29 _ 24"
"1929","Digit Symbol - Kopie",1,"female","Trial:2",19,"m","m",1113,"4_right","29 _ 24"
"1930","Digit Symbol - Kopie",1,"female","Trial:2",20,"m","m",976,"2_right","29 _ 24"
"1931","Digit Symbol - Kopie",1,"female","Trial:2",21,"m","m",1637,"8_right","29 _ 24"
"1932","Digit Symbol - Kopie",1,"female","Trial:2",22,"z","z",1511,"8_wrong4","29 _ 24"
"1933","Digit Symbol - Kopie",1,"female","Trial:2",23,"z","z",1702,"9_wrong5","29 _ 24"
"1934","Digit Symbol - Kopie",1,"female","Trial:2",24,"m","m",1269,"9_right","29 _ 24"
"1935","Digit Symbol - Kopie",1,"female","Trial:2",25,"m","m",1454,"3_right","29 _ 24"
"1936","Digit Symbol - Kopie",1,"female","Trial:2",26,"z","m",1215,"6_wrong4","29 _ 24"
"1937","Digit Symbol - Kopie",1,"female","Trial:2",27,"m","m",1290,"5_right","29 _ 24"
"1938","Digit Symbol - Kopie",1,"female","Trial:2",28,"m","z",1266,"8_right","29 _ 24"
"1939","Digit Symbol - Kopie",1,"female","Trial:2",29,"m","m",1385,"2_right","29 _ 24"
"1940","Digit Symbol - Kopie",1,"female","Trial:2",30,"m","m",1197,"5_right","29 _ 24"
"1941","Digit Symbol - Kopie",1,"female","Trial:2",31,"m","m",2136,"3_right","29 _ 24"
"1942","Digit Symbol - Kopie",1,"female","Trial:2",32,"m","m",1191,"9_right","29 _ 24"
"1943","Digit Symbol - Kopie",1,"female","Trial:2",33,"m","m",834,"1_right","29 _ 24"
"1944","Digit Symbol - Kopie",1,"female","Trial:2",34,"m","m",1476,"7_right","29 _ 24"
"1945","Digit Symbol - Kopie",1,"female","Trial:2",35,"z","z",1261,"5_wrong3","29 _ 24"
"1946","Digit Symbol - Kopie",1,"female","Trial:2",36,"m","m",1678,"5_right","29 _ 24"
"1947","Digit Symbol - Kopie",1,"female","Trial:2",37,"z","z",1183,"3_wrong3","29 _ 24"
"1948","Digit Symbol - Kopie",1,"female","Trial:2",38,"z","z",2243,"4_wrong5","29 _ 24"
"1949","Digit Symbol - Kopie",1,"female","Trial:2",39,"m","m",1309,"8_right","29 _ 24"
"1950","Digit Symbol - Kopie",1,"female","Trial:2",40,"m","m",1452,"9_right","29 _ 24"
"1951","Digit Symbol - Kopie",1,"female","Trial:2",41,"z","z",1725,"3_wrong4","29 _ 24"
"1952","Digit Symbol - Kopie",1,"female","Trial:2",42,"m","m",924,"6_right","29 _ 24"
"1953","Digit Symbol - Kopie",1,"female","Trial:2",43,"m","m",1099,"1_right","29 _ 24"
"1954","Digit Symbol - Kopie",1,"female","Trial:2",44,"z","z",890,"2_wrong5","29 _ 24"
"1955","Digit Symbol - Kopie",1,"female","Trial:2",45,"z","z",1297,"1_wrong4","29 _ 24"
"1956","Digit Symbol - Kopie",1,"female","Trial:2",46,"m","m",1177,"2_right","29 _ 24"
"1957","Digit Symbol - Kopie",1,"female","Trial:2",47,"z","z",1229,"6_wrong3","29 _ 24"
"1958","Digit Symbol - Kopie",1,"female","Trial:2",48,"z","z",2584,"7_wrong1","29 _ 24"
"1959","Digit Symbol - Kopie",1,"female","Trial:2",49,"z","z",1708,"2_wrong2","29 _ 24"
"1960","Digit Symbol - Kopie",1,"female","Trial:2",50,"m","m",1131,"6_right","29 _ 24"
"1961","Digit Symbol - Kopie",1,"female","Trial:2",51,"m","m",1105,"3_right","29 _ 24"
"1962","Digit Symbol - Kopie",1,"female","Trial:2",52,"z","z",1144,"2_wrong1","29 _ 24"
"1963","Digit Symbol - Kopie",1,"female","Trial:2",53,"m","z",1854,"1_wrong1","29 _ 24"
"1964","Digit Symbol - Kopie",1,"female","Trial:2",54,"m","m",1128,"3_right","29 _ 24"
"1965","Digit Symbol - Kopie",1,"female","Trial:2",55,"m","m",1054,"5_right","29 _ 24"
"1966","Digit Symbol - Kopie",1,"female","Trial:2",56,"m","m",1031,"8_right","29 _ 24"
"1967","Digit Symbol - Kopie",1,"female","Trial:2",57,"m","m",977,"1_right","29 _ 24"
"1968","Digit Symbol - Kopie",1,"female","Trial:2",58,"m","m",1029,"7_right","29 _ 24"
"1969","Digit Symbol - Kopie",1,"female","Trial:2",59,"m","m",1095,"3_right","29 _ 24"
"1970","Digit Symbol - Kopie",1,"female","Trial:2",60,"m","m",847,"6_right","29 _ 24"
"1971","Digit Symbol - Kopie",1,"female","Trial:2",61,"z","z",1152,"7_wrong5","29 _ 24"
"1972","Digit Symbol - Kopie",1,"female","Trial:2",62,"z","z",1125,"8_wrong3","29 _ 24"
"1973","Digit Symbol - Kopie",1,"female","Trial:2",63,"z","z",1524,"8_wrong1","29 _ 24"
"1974","Digit Symbol - Kopie",1,"female","Trial:2",64,"m","m",971,"4_right","29 _ 24"
"1975","Digit Symbol - Kopie",1,"female","Trial:2",65,"m","m",951,"2_right","29 _ 24"
"1976","Digit Symbol - Kopie",1,"female","Trial:2",66,"m","m",996,"5_right","29 _ 24"
"1977","Digit Symbol - Kopie",1,"female","Trial:2",67,"z","z",1824,"9_wrong4","29 _ 24"
"1978","Digit Symbol - Kopie",1,"female","Trial:2",68,"z","z",1419,"6_wrong2","29 _ 24"
"1979","Digit Symbol - Kopie",1,"female","Trial:2",69,"z","z",877,"1_wrong5","29 _ 24"
"1980","Digit Symbol - Kopie",1,"female","Trial:2",70,"z","z",1326,"5_wrong1","29 _ 24"
"1981","Digit Symbol - Kopie",1,"female","Trial:2",71,"m","m",1020,"1_right","29 _ 24"
"1982","Digit Symbol - Kopie",1,"female","Trial:2",72,"m","z",1087,"9_right","29 _ 24"
"1983","Digit Symbol - Kopie",1,"female","Trial:2",73,"z","z",1247,"1_wrong3","29 _ 24"
"1984","Digit Symbol - Kopie",1,"female","Trial:2",74,"z","m",1256,"6_wrong5","29 _ 24"
"1985","Digit Symbol - Kopie",1,"female","Trial:2",75,"z","z",1074,"3_wrong1","29 _ 24"
"1986","Digit Symbol - Kopie",1,"female","Trial:2",76,"z","z",898,"2_wrong4","29 _ 24"
"1987","Digit Symbol - Kopie",1,"female","Trial:2",77,"z","z",1065,"1_wrong2","29 _ 24"
"1988","Digit Symbol - Kopie",1,"female","Trial:2",78,"m","m",930,"8_right","29 _ 24"
"1989","Digit Symbol - Kopie",1,"female","Trial:2",79,"m","m",920,"4_right","29 _ 24"
"1990","Digit Symbol - Kopie",1,"female","Trial:2",80,"z","z",959,"3_wrong5","29 _ 24"
"1991","Digit Symbol - Kopie",1,"female","Trial:2",81,"z","z",884,"9_wrong1","29 _ 24"
"1992","Digit Symbol - Kopie",1,"female","Trial:2",82,"m","m",1092,"6_right","29 _ 24"
"1993","Digit Symbol - Kopie",1,"female","Trial:2",83,"m","m",1059,"7_right","29 _ 24"
"1994","Digit Symbol - Kopie",1,"female","Trial:2",84,"z","z",1333,"8_wrong5","29 _ 24"
"1995","Digit Symbol - Kopie",1,"female","Trial:2",85,"z","z",1643,"4_wrong1","29 _ 24"
"1996","Digit Symbol - Kopie",1,"female","Trial:2",86,"z","z",1421,"8_wrong2","29 _ 24"
"1997","Digit Symbol - Kopie",1,"female","Trial:2",87,"z","z",1231,"9_wrong3","29 _ 24"
"1998","Digit Symbol - Kopie",1,"female","Trial:2",88,"z","z",1345,"5_wrong5","29 _ 24"
"1999","Digit Symbol - Kopie",1,"female","Trial:2",89,"z","z",782,"4_wrong2","29 _ 24"
"2000","Digit Symbol - Kopie",1,"female","Trial:2",90,"z","z",922,"9_wrong2","29 _ 24"
"2001","Digit Symbol - Kopie",1,"female","Trial:1",1,"","",NA,"9_wrong3","30 _ 24"
"2002","Digit Symbol - Kopie",1,"female","Trial:1",2,"","",NA,"6_wrong1","30 _ 24"
"2003","Digit Symbol - Kopie",1,"female","Trial:1",3,"","",NA,"1_wrong1","30 _ 24"
"2004","Digit Symbol - Kopie",1,"female","Trial:1",4,"","",NA,"4_right","30 _ 24"
"2005","Digit Symbol - Kopie",1,"female","Trial:1",5,"","",NA,"4_wrong2","30 _ 24"
"2006","Digit Symbol - Kopie",1,"female","Trial:1",6,"","",NA,"2_right","30 _ 24"
"2007","Digit Symbol - Kopie",1,"female","Trial:1",7,"","",NA,"1_right","30 _ 24"
"2008","Digit Symbol - Kopie",1,"female","Trial:1",8,"","",NA,"8_wrong1","30 _ 24"
"2009","Digit Symbol - Kopie",1,"female","Trial:1",9,"","",NA,"5_right","30 _ 24"
"2010","Digit Symbol - Kopie",1,"female","Trial:1",10,"","",NA,"3_right","30 _ 24"
"2011","Digit Symbol - Kopie",1,"female","Trial:2",1,"z","z",1521,"6_wrong5","30 _ 24"
"2012","Digit Symbol - Kopie",1,"female","Trial:2",2,"m","m",1376,"6_right","30 _ 24"
"2013","Digit Symbol - Kopie",1,"female","Trial:2",3,"z","m",1533,"2_wrong1","30 _ 24"
"2014","Digit Symbol - Kopie",1,"female","Trial:2",4,"m","m",1226,"5_right","30 _ 24"
"2015","Digit Symbol - Kopie",1,"female","Trial:2",5,"z","z",1300,"6_wrong3","30 _ 24"
"2016","Digit Symbol - Kopie",1,"female","Trial:2",6,"m","m",1467,"3_right","30 _ 24"
"2017","Digit Symbol - Kopie",1,"female","Trial:2",7,"m","m",1372,"5_right","30 _ 24"
"2018","Digit Symbol - Kopie",1,"female","Trial:2",8,"m","m",1121,"7_right","30 _ 24"
"2019","Digit Symbol - Kopie",1,"female","Trial:2",9,"z","z",1023,"6_wrong4","30 _ 24"
"2020","Digit Symbol - Kopie",1,"female","Trial:2",10,"m","m",994,"2_right","30 _ 24"
"2021","Digit Symbol - Kopie",1,"female","Trial:2",11,"z","z",1933,"5_wrong2","30 _ 24"
"2022","Digit Symbol - Kopie",1,"female","Trial:2",12,"m","m",1180,"3_right","30 _ 24"
"2023","Digit Symbol - Kopie",1,"female","Trial:2",13,"z","z",1095,"9_wrong5","30 _ 24"
"2024","Digit Symbol - Kopie",1,"female","Trial:2",14,"m","m",839,"2_right","30 _ 24"
"2025","Digit Symbol - Kopie",1,"female","Trial:2",15,"m","m",953,"1_right","30 _ 24"
"2026","Digit Symbol - Kopie",1,"female","Trial:2",16,"z","z",998,"9_wrong4","30 _ 24"
"2027","Digit Symbol - Kopie",1,"female","Trial:2",17,"z","z",1169,"3_wrong3","30 _ 24"
"2028","Digit Symbol - Kopie",1,"female","Trial:2",18,"z","z",998,"1_wrong4","30 _ 24"
"2029","Digit Symbol - Kopie",1,"female","Trial:2",19,"z","z",1073,"7_wrong4","30 _ 24"
"2030","Digit Symbol - Kopie",1,"female","Trial:2",20,"m","m",905,"1_right","30 _ 24"
"2031","Digit Symbol - Kopie",1,"female","Trial:2",21,"z","z",1073,"4_wrong1","30 _ 24"
"2032","Digit Symbol - Kopie",1,"female","Trial:2",22,"m","m",1249,"9_right","30 _ 24"
"2033","Digit Symbol - Kopie",1,"female","Trial:2",23,"m","m",722,"9_right","30 _ 24"
"2034","Digit Symbol - Kopie",1,"female","Trial:2",24,"z","z",1001,"2_wrong3","30 _ 24"
"2035","Digit Symbol - Kopie",1,"female","Trial:2",25,"m","m",1388,"8_right","30 _ 24"
"2036","Digit Symbol - Kopie",1,"female","Trial:2",26,"z","z",960,"4_wrong3","30 _ 24"
"2037","Digit Symbol - Kopie",1,"female","Trial:2",27,"z","z",1085,"8_wrong3","30 _ 24"
"2038","Digit Symbol - Kopie",1,"female","Trial:2",28,"m","m",1541,"5_right","30 _ 24"
"2039","Digit Symbol - Kopie",1,"female","Trial:2",29,"m","m",1187,"4_right","30 _ 24"
"2040","Digit Symbol - Kopie",1,"female","Trial:2",30,"m","m",1039,"1_right","30 _ 24"
"2041","Digit Symbol - Kopie",1,"female","Trial:2",31,"z","z",1264,"6_wrong2","30 _ 24"
"2042","Digit Symbol - Kopie",1,"female","Trial:2",32,"m","m",1073,"2_right","30 _ 24"
"2043","Digit Symbol - Kopie",1,"female","Trial:2",33,"m","m",865,"7_right","30 _ 24"
"2044","Digit Symbol - Kopie",1,"female","Trial:2",34,"m","m",1098,"8_right","30 _ 24"
"2045","Digit Symbol - Kopie",1,"female","Trial:2",35,"z","z",1025,"7_wrong2","30 _ 24"
"2046","Digit Symbol - Kopie",1,"female","Trial:2",36,"z","z",1195,"5_wrong5","30 _ 24"
"2047","Digit Symbol - Kopie",1,"female","Trial:2",37,"m","m",863,"1_right","30 _ 24"
"2048","Digit Symbol - Kopie",1,"female","Trial:2",38,"m","m",1096,"4_right","30 _ 24"
"2049","Digit Symbol - Kopie",1,"female","Trial:2",39,"z","m",1008,"1_wrong2","30 _ 24"
"2050","Digit Symbol - Kopie",1,"female","Trial:2",40,"m","m",915,"8_right","30 _ 24"
"2051","Digit Symbol - Kopie",1,"female","Trial:2",41,"m","m",978,"4_right","30 _ 24"
"2052","Digit Symbol - Kopie",1,"female","Trial:2",42,"m","m",710,"4_right","30 _ 24"
"2053","Digit Symbol - Kopie",1,"female","Trial:2",43,"m","m",829,"3_right","30 _ 24"
"2054","Digit Symbol - Kopie",1,"female","Trial:2",44,"m","m",728,"3_right","30 _ 24"
"2055","Digit Symbol - Kopie",1,"female","Trial:2",45,"m","z",1166,"5_right","30 _ 24"
"2056","Digit Symbol - Kopie",1,"female","Trial:2",46,"z","z",1434,"7_wrong3","30 _ 24"
"2057","Digit Symbol - Kopie",1,"female","Trial:2",47,"z","z",900,"3_wrong1","30 _ 24"
"2058","Digit Symbol - Kopie",1,"female","Trial:2",48,"m","m",763,"2_right","30 _ 24"
"2059","Digit Symbol - Kopie",1,"female","Trial:2",49,"z","z",1048,"1_wrong5","30 _ 24"
"2060","Digit Symbol - Kopie",1,"female","Trial:2",50,"z","z",1441,"2_wrong5","30 _ 24"
"2061","Digit Symbol - Kopie",1,"female","Trial:2",51,"m","m",1027,"9_right","30 _ 24"
"2062","Digit Symbol - Kopie",1,"female","Trial:2",52,"z","z",885,"3_wrong4","30 _ 24"
"2063","Digit Symbol - Kopie",1,"female","Trial:2",53,"m","z",1237,"1_wrong1","30 _ 24"
"2064","Digit Symbol - Kopie",1,"female","Trial:2",54,"z","z",783,"9_wrong1","30 _ 24"
"2065","Digit Symbol - Kopie",1,"female","Trial:2",55,"z","z",1163,"8_wrong5","30 _ 24"
"2066","Digit Symbol - Kopie",1,"female","Trial:2",56,"z","z",728,"8_wrong2","30 _ 24"
"2067","Digit Symbol - Kopie",1,"female","Trial:2",57,"m","m",910,"9_right","30 _ 24"
"2068","Digit Symbol - Kopie",1,"female","Trial:2",58,"z","z",1093,"8_wrong1","30 _ 24"
"2069","Digit Symbol - Kopie",1,"female","Trial:2",59,"m","m",997,"6_right","30 _ 24"
"2070","Digit Symbol - Kopie",1,"female","Trial:2",60,"z","z",936,"8_wrong4","30 _ 24"
"2071","Digit Symbol - Kopie",1,"female","Trial:2",61,"z","z",902,"7_wrong5","30 _ 24"
"2072","Digit Symbol - Kopie",1,"female","Trial:2",62,"z","z",965,"2_wrong4","30 _ 24"
"2073","Digit Symbol - Kopie",1,"female","Trial:2",63,"m","m",1034,"6_right","30 _ 24"
"2074","Digit Symbol - Kopie",1,"female","Trial:2",64,"z","m",796,"9_wrong2","30 _ 24"
"2075","Digit Symbol - Kopie",1,"female","Trial:2",65,"z","z",927,"7_wrong1","30 _ 24"
"2076","Digit Symbol - Kopie",1,"female","Trial:2",66,"z","z",734,"9_wrong3","30 _ 24"
"2077","Digit Symbol - Kopie",1,"female","Trial:2",67,"z","z",860,"3_wrong2","30 _ 24"
"2078","Digit Symbol - Kopie",1,"female","Trial:2",68,"z","z",789,"4_wrong5","30 _ 24"
"2079","Digit Symbol - Kopie",1,"female","Trial:2",69,"m","m",816,"8_right","30 _ 24"
"2080","Digit Symbol - Kopie",1,"female","Trial:2",70,"z","z",867,"2_wrong2","30 _ 24"
"2081","Digit Symbol - Kopie",1,"female","Trial:2",71,"m","m",795,"1_right","30 _ 24"
"2082","Digit Symbol - Kopie",1,"female","Trial:2",72,"z","m",1143,"3_wrong5","30 _ 24"
"2083","Digit Symbol - Kopie",1,"female","Trial:2",73,"z","z",805,"5_wrong3","30 _ 24"
"2084","Digit Symbol - Kopie",1,"female","Trial:2",74,"z","z",816,"4_wrong2","30 _ 24"
"2085","Digit Symbol - Kopie",1,"female","Trial:2",75,"z","z",1018,"1_wrong3","30 _ 24"
"2086","Digit Symbol - Kopie",1,"female","Trial:2",76,"m","m",997,"8_right","30 _ 24"
"2087","Digit Symbol - Kopie",1,"female","Trial:2",77,"m","m",1073,"6_right","30 _ 24"
"2088","Digit Symbol - Kopie",1,"female","Trial:2",78,"m","m",777,"6_right","30 _ 24"
"2089","Digit Symbol - Kopie",1,"female","Trial:2",79,"z","z",789,"5_wrong4","30 _ 24"
"2090","Digit Symbol - Kopie",1,"female","Trial:2",80,"z","z",905,"4_wrong4","30 _ 24"
"2091","Digit Symbol - Kopie",1,"female","Trial:2",81,"m","m",944,"7_right","30 _ 24"
"2092","Digit Symbol - Kopie",1,"female","Trial:2",82,"m","m",654,"7_right","30 _ 24"
"2093","Digit Symbol - Kopie",1,"female","Trial:2",83,"z","m",727,"6_wrong1","30 _ 24"
"2094","Digit Symbol - Kopie",1,"female","Trial:2",84,"m","m",854,"4_right","30 _ 24"
"2095","Digit Symbol - Kopie",1,"female","Trial:2",85,"m","m",823,"7_right","30 _ 24"
"2096","Digit Symbol - Kopie",1,"female","Trial:2",86,"m","m",1161,"9_right","30 _ 24"
"2097","Digit Symbol - Kopie",1,"female","Trial:2",87,"z","m",814,"5_wrong1","30 _ 24"
"2098","Digit Symbol - Kopie",1,"female","Trial:2",88,"m","m",937,"2_right","30 _ 24"
"2099","Digit Symbol - Kopie",1,"female","Trial:2",89,"m","m",1254,"3_right","30 _ 24"
"2100","Digit Symbol - Kopie",1,"female","Trial:2",90,"m","m",1248,"5_right","30 _ 24"
"2101","Digit Symbol - Kopie",1,"male","Trial:1",1,"","",NA,"5_right","31 _ 21"
"2102","Digit Symbol - Kopie",1,"male","Trial:1",2,"","",NA,"1_right","31 _ 21"
"2103","Digit Symbol - Kopie",1,"male","Trial:1",3,"","",NA,"2_right","31 _ 21"
"2104","Digit Symbol - Kopie",1,"male","Trial:1",4,"","",NA,"4_right","31 _ 21"
"2105","Digit Symbol - Kopie",1,"male","Trial:1",5,"","",NA,"8_wrong1","31 _ 21"
"2106","Digit Symbol - Kopie",1,"male","Trial:1",6,"","",NA,"6_wrong1","31 _ 21"
"2107","Digit Symbol - Kopie",1,"male","Trial:1",7,"","",NA,"3_right","31 _ 21"
"2108","Digit Symbol - Kopie",1,"male","Trial:1",8,"","",NA,"4_wrong2","31 _ 21"
"2109","Digit Symbol - Kopie",1,"male","Trial:1",9,"","",NA,"1_wrong1","31 _ 21"
"2110","Digit Symbol - Kopie",1,"male","Trial:1",10,"","",NA,"9_wrong3","31 _ 21"
"2111","Digit Symbol - Kopie",1,"male","Trial:2",1,"z","z",1564,"6_wrong3","31 _ 21"
"2112","Digit Symbol - Kopie",1,"male","Trial:2",2,"m","m",5953,"9_right","31 _ 21"
"2113","Digit Symbol - Kopie",1,"male","Trial:2",3,"z","z",2064,"9_wrong3","31 _ 21"
"2114","Digit Symbol - Kopie",1,"male","Trial:2",4,"m","z",2176,"4_right","31 _ 21"
"2115","Digit Symbol - Kopie",1,"male","Trial:2",5,"m","m",3661,"6_right","31 _ 21"
"2116","Digit Symbol - Kopie",1,"male","Trial:2",6,"z","z",1742,"5_wrong4","31 _ 21"
"2117","Digit Symbol - Kopie",1,"male","Trial:2",7,"m","m",2748,"3_right","31 _ 21"
"2118","Digit Symbol - Kopie",1,"male","Trial:2",8,"z","z",1810,"8_wrong3","31 _ 21"
"2119","Digit Symbol - Kopie",1,"male","Trial:2",9,"m","m",2229,"6_right","31 _ 21"
"2120","Digit Symbol - Kopie",1,"male","Trial:2",10,"z","z",1407,"6_wrong5","31 _ 21"
"2121","Digit Symbol - Kopie",1,"male","Trial:2",11,"z","z",1641,"8_wrong1","31 _ 21"
"2122","Digit Symbol - Kopie",1,"male","Trial:2",12,"z","m",2147,"3_wrong5","31 _ 21"
"2123","Digit Symbol - Kopie",1,"male","Trial:2",13,"m","m",4729,"2_right","31 _ 21"
"2124","Digit Symbol - Kopie",1,"male","Trial:2",14,"m","z",4208,"9_right","31 _ 21"
"2125","Digit Symbol - Kopie",1,"male","Trial:2",15,"m","m",2620,"2_right","31 _ 21"
"2126","Digit Symbol - Kopie",1,"male","Trial:2",16,"m","m",1391,"2_right","31 _ 21"
"2127","Digit Symbol - Kopie",1,"male","Trial:2",17,"m","m",1899,"5_right","31 _ 21"
"2128","Digit Symbol - Kopie",1,"male","Trial:2",18,"m","m",2202,"1_right","31 _ 21"
"2129","Digit Symbol - Kopie",1,"male","Trial:2",19,"z","z",1821,"5_wrong2","31 _ 21"
"2130","Digit Symbol - Kopie",1,"male","Trial:2",20,"z","z",2111,"7_wrong3","31 _ 21"
"2131","Digit Symbol - Kopie",1,"male","Trial:2",21,"z","z",1870,"1_wrong3","31 _ 21"
"2132","Digit Symbol - Kopie",1,"male","Trial:2",22,"m","m",2166,"7_right","31 _ 21"
"2133","Digit Symbol - Kopie",1,"male","Trial:2",23,"z","z",2194,"9_wrong2","31 _ 21"
"2134","Digit Symbol - Kopie",1,"male","Trial:2",24,"m","m",2246,"3_right","31 _ 21"
"2135","Digit Symbol - Kopie",1,"male","Trial:2",25,"z","z",2240,"6_wrong1","31 _ 21"
"2136","Digit Symbol - Kopie",1,"male","Trial:2",26,"z","z",2386,"1_wrong4","31 _ 21"
"2137","Digit Symbol - Kopie",1,"male","Trial:2",27,"z","z",2902,"8_wrong2","31 _ 21"
"2138","Digit Symbol - Kopie",1,"male","Trial:2",28,"m","m",5414,"8_right","31 _ 21"
"2139","Digit Symbol - Kopie",1,"male","Trial:2",29,"m","m",3538,"9_right","31 _ 21"
"2140","Digit Symbol - Kopie",1,"male","Trial:2",30,"m","m",1993,"3_right","31 _ 21"
"2141","Digit Symbol - Kopie",1,"male","Trial:2",31,"z","z",1637,"2_wrong1","31 _ 21"
"2142","Digit Symbol - Kopie",1,"male","Trial:2",32,"z","z",2791,"9_wrong1","31 _ 21"
"2143","Digit Symbol - Kopie",1,"male","Trial:2",33,"m","m",1674,"1_wrong1","31 _ 21"
"2144","Digit Symbol - Kopie",1,"male","Trial:2",34,"m","m",6035,"3_right","31 _ 21"
"2145","Digit Symbol - Kopie",1,"male","Trial:2",35,"z","z",1406,"2_wrong5","31 _ 21"
"2146","Digit Symbol - Kopie",1,"male","Trial:2",36,"z","z",1441,"4_wrong1","31 _ 21"
"2147","Digit Symbol - Kopie",1,"male","Trial:2",37,"z","z",1883,"4_wrong4","31 _ 21"
"2148","Digit Symbol - Kopie",1,"male","Trial:2",38,"z","z",3203,"9_wrong4","31 _ 21"
"2149","Digit Symbol - Kopie",1,"male","Trial:2",39,"z","z",2759,"3_wrong2","31 _ 21"
"2150","Digit Symbol - Kopie",1,"male","Trial:2",40,"z","z",1421,"2_wrong4","31 _ 21"
"2151","Digit Symbol - Kopie",1,"male","Trial:2",41,"m","m",1519,"5_right","31 _ 21"
"2152","Digit Symbol - Kopie",1,"male","Trial:2",42,"m","m",910,"5_right","31 _ 21"
"2153","Digit Symbol - Kopie",1,"male","Trial:2",43,"z","m",1301,"5_wrong1","31 _ 21"
"2154","Digit Symbol - Kopie",1,"male","Trial:2",44,"m","m",3420,"8_right","31 _ 21"
"2155","Digit Symbol - Kopie",1,"male","Trial:2",45,"m","m",2504,"7_right","31 _ 21"
"2156","Digit Symbol - Kopie",1,"male","Trial:2",46,"m","m",2671,"1_right","31 _ 21"
"2157","Digit Symbol - Kopie",1,"male","Trial:2",47,"m","m",1752,"4_right","31 _ 21"
"2158","Digit Symbol - Kopie",1,"male","Trial:2",48,"m","m",766,"4_right","31 _ 21"
"2159","Digit Symbol - Kopie",1,"male","Trial:2",49,"z","z",1666,"2_wrong2","31 _ 21"
"2160","Digit Symbol - Kopie",1,"male","Trial:2",50,"m","m",2299,"6_right","31 _ 21"
"2161","Digit Symbol - Kopie",1,"male","Trial:2",51,"m","z",2098,"2_right","31 _ 21"
"2162","Digit Symbol - Kopie",1,"male","Trial:2",52,"z","z",3746,"1_wrong5","31 _ 21"
"2163","Digit Symbol - Kopie",1,"male","Trial:2",53,"m","m",2872,"5_right","31 _ 21"
"2164","Digit Symbol - Kopie",1,"male","Trial:2",54,"m","m",1057,"5_right","31 _ 21"
"2165","Digit Symbol - Kopie",1,"male","Trial:2",55,"z","z",1587,"4_wrong2","31 _ 21"
"2166","Digit Symbol - Kopie",1,"male","Trial:2",56,"m","m",2375,"8_right","31 _ 21"
"2167","Digit Symbol - Kopie",1,"male","Trial:2",57,"z","z",4003,"7_wrong5","31 _ 21"
"2168","Digit Symbol - Kopie",1,"male","Trial:2",58,"m","m",3719,"4_right","31 _ 21"
"2169","Digit Symbol - Kopie",1,"male","Trial:2",59,"m","m",7902,"6_right","31 _ 21"
"2170","Digit Symbol - Kopie",1,"male","Trial:2",60,"z","z",1207,"6_wrong2","31 _ 21"
"2171","Digit Symbol - Kopie",1,"male","Trial:2",61,"z","z",1658,"3_wrong1","31 _ 21"
"2172","Digit Symbol - Kopie",1,"male","Trial:2",62,"m","m",1612,"1_right","31 _ 21"
"2173","Digit Symbol - Kopie",1,"male","Trial:2",63,"z","z",1663,"8_wrong4","31 _ 21"
"2174","Digit Symbol - Kopie",1,"male","Trial:2",64,"m","m",1480,"7_right","31 _ 21"
